[pattern]	lhsText	rhsText	w	gsw	meanSim	greedySim	phrasePair	notSure	isInWordnet	extentionLevel	pairIndex	text	hypothesis	lhsDrs	rhsDrs
[vn--vn]	running-v-7 in-r-8 green-a-10 yard-n-11	running-v-7 outdoors-n-8	1.0	1.0	0.612306	0.61201	run-vb dobj-#1# in-in pobj-#2# green-jj amod-#3# yard-nn #3# #2# #1# : outdoors-rb	0	Phrasal	1	4740	the black and white dog is running in a green yard	the black and white dog is running outdoors	drs([[]:x201,[]:x201,[]:x104,[]:x104,[]:x104],[[27900007]:pred(x201,run,v,0),[27900008]:rel(x201,x104,in,0),[27900011]:pred(x104,yard,n,0),[27900010]:pred(x104,green,a,0)])	drs([[]:x201,[]:x201,[]:x104,[]:x104],[[28000007]:pred(x201,run,v,0),[]:rel(x201,x104,patient,0),[28000008]:pred(x104,outdoors,n,0)])
[nn--nnvr]	couple-n-2 standing-n-3	man-n-2 woman-n-5 standing-v-7	1.0	1.0	0.767391	0.804721, 0.374254	standing-nn : woman-nn, couple-nn : stand-vb nsubj-#1# man-nn #1#	0	Phrasal	1	4741	a couple standing on the curb	a man and a woman are standing on the curb	drs([[]:x101,[]:x102,[]:x101,[]:x102,[]:x101],[[28100003]:pred(x101,standing,n,0),[28100002]:pred(x102,couple,n,0),[]:rel(x101,x102,of,0),[]:pred(x101,topic,a,1)])	drs([[]:X103,[]:xir,[]:X102,[]:xir,[]:x101,[]:x101,[]:xir,[]:xir,[]:X103,[]:X102],[[]:rel(X103,xir,subset_of,1),[]:rel(X102,xir,subset_of,1),[28200007]:pred(x101,stand,v,0),[]:rel(x101,xir,agent,0),[]:pred(xir,group_head,r,0),[28200005]:pred(X103,woman,n,0),[28200002]:pred(X102,man,n,0)])
[v--v]	jumping-v-7	standing-v-7	0.0	0.0	0.889582	0.889582	jump-vb : stand-vb	0	NotInWN	1	4742	a man and a woman are jumping on the curb	a man and a woman are standing on the curb	drs([[]:x201],[[28300007]:pred(x201,jump,v,0)])	drs([[]:x201],[[28400007]:pred(x201,stand,v,0)])
[n--n]	sidewalk-n-14	curb-n-10	0.0	0.0	0.822931	0.822931	sidewalk-nn : curb-nn	1	NotInWN	1	4743	a woman wearing a blue shirt and high heels is standing on the sidewalk next to the man	a man and a woman are standing on the curb	drs([[]:x105],[[28500014]:pred(x105,sidewalk,n,0)])	drs([[]:x105],[[28600010]:pred(x105,curb,n,0)])
[vnn--nnvr]	woman-n-2 standing-v-11 next-r-15 to-r-16 man-n-18	man-n-2 woman-n-5 standing-v-7	1.0	1.0	0.905222	0.973966, 0.887782	stand-vb nsubj-#1# woman-nn #1# : stand-vb nsubj-#1# man-nn #1#, man-nn : woman-nn	1	Phrasal	1	4743	a woman wearing a blue shirt and high heels is standing on the sidewalk next to the man	a man and a woman are standing on the curb	drs([[]:x202,[]:x202,[]:x106,[]:x202,[]:x101,[]:x106,[]:x101,[]:x202],[[28500015]:pred(x202,next,r,0),[28500016]:rel(x202,x106,to,0),[]:rel(x202,x101,agent,0),[28500018]:pred(x106,man,n,0),[28500002]:pred(x101,woman,n,0),[28500011]:pred(x202,stand,v,0)])	drs([[]:x106,[]:x102,[]:x202,[]:x102,[]:x202,[]:x106,[]:x101,[]:x102,[]:x101],[[]:rel(x106,x102,subset_of,1),[]:rel(x202,x102,agent,0),[28600007]:pred(x202,stand,v,0),[28600002]:pred(x106,man,n,0),[]:rel(x101,x102,subset_of,1),[28600005]:pred(x101,woman,n,0)])
[vnr--nnvr]	woman-n-2 wearing-v-3	man-n-2 woman-n-5 standing-v-7	0.0	0.0	0.81111	1, 0.377503	woman-nn : woman-nn, wear-vb : stand-vb nsubj-#1# man-nn #1#	1	Phrasal	1	4743	a woman wearing a blue shirt and high heels is standing on the sidewalk next to the man	a man and a woman are standing on the curb	drs([[]:x101,[]:x201,[]:x102,[]:x201,[]:x101,[]:x201],[[28500002]:pred(x101,woman,n,0),[]:rel(x201,x102,patient,0),[]:rel(x201,x101,agent,0),[28500003]:pred(x201,wear,v,0)])	drs([[]:x106,[]:x102,[]:x202,[]:x102,[]:x202,[]:x106,[]:x101,[]:x102,[]:x101],[[]:rel(x106,x102,subset_of,1),[]:rel(x202,x102,agent,0),[28600007]:pred(x202,stand,v,0),[28600002]:pred(x106,man,n,0),[]:rel(x101,x102,subset_of,1),[28600005]:pred(x101,woman,n,0)])
[n--n]	sidewalk-n-14	curb-n-6	0.0	0.0	0.822931	0.822931	sidewalk-nn : curb-nn	1	NotInWN	1	4744	a woman wearing a blue shirt and high heels is standing on the sidewalk next to a man	a couple standing on the curb	drs([[]:x105],[[28700014]:pred(x105,sidewalk,n,0)])	drs([[]:x105],[[28800006]:pred(x105,curb,n,0)])
[vnn--n]	woman-n-2 standing-v-11 next-r-15 to-r-16 man-n-18	couple-n-2 standing-n-3	1.0	1.0	0.896417	0.84554, 0.817876	man-nn : standing-nn, next-jj : couple-nn	1	Phrasal	1	4744	a woman wearing a blue shirt and high heels is standing on the sidewalk next to a man	a couple standing on the curb	drs([[]:x101,[]:x202,[]:x101,[]:x202,[]:x202,[]:x106,[]:x202,[]:x106],[[28700002]:pred(x101,woman,n,0),[]:rel(x202,x101,agent,0),[28700011]:pred(x202,stand,v,0),[28700015]:pred(x202,next,r,0),[28700018]:pred(x106,man,n,0),[28700016]:rel(x202,x106,to,0)])	drs([[]:x202,[]:x202,[]:x202,[]:x202,[]:x202],[[]:pred(x202,topic,a,1),[28800002]:pred(x202,couple,n,0),[28800003]:pred(x202,standing,n,0),[]:rel(x202,x202,of,0)])
[n--n]	sidewalk-n-14	curb-n-10	0.0	0.0	0.822931	0.822931	sidewalk-nn : curb-nn	1	NotInWN	1	4745	a woman wearing a blue shirt and high heels is standing on the sidewalk next to a man	a man and a woman are jumping on the curb	drs([[]:x105],[[28900014]:pred(x105,sidewalk,n,0)])	drs([[]:x105],[[29000010]:pred(x105,curb,n,0)])
[vnn--nnvr]	woman-n-2 standing-v-11 next-r-15 to-r-16 man-n-18	man-n-2 woman-n-5 jumping-v-7	0.0	0.0	0.898757	0.922259, 0.887782	stand-vb nsubj-#1# woman-nn #1# : jump-vb nsubj-#1# man-nn #1#, man-nn : woman-nn	1	Phrasal	1	4745	a woman wearing a blue shirt and high heels is standing on the sidewalk next to a man	a man and a woman are jumping on the curb	drs([[]:x202,[]:x106,[]:x202,[]:x101,[]:x202,[]:x106,[]:x202,[]:x101],[[28900011]:pred(x202,stand,v,0),[28900018]:pred(x106,man,n,0),[]:rel(x202,x101,agent,0),[28900016]:rel(x202,x106,to,0),[28900015]:pred(x202,next,r,0),[28900002]:pred(x101,woman,n,0)])	drs([[]:x106,[]:x106,[]:x102,[]:x101,[]:x202,[]:x102,[]:x101,[]:x102,[]:x202],[[29000002]:pred(x106,man,n,0),[]:rel(x106,x102,subset_of,1),[29000005]:pred(x101,woman,n,0),[]:rel(x202,x102,agent,0),[]:rel(x101,x102,subset_of,1),[29000007]:pred(x202,jump,v,0)])
[vnr--nnvr]	woman-n-2 wearing-v-3	man-n-2 woman-n-5 jumping-v-7	0.0	0.0	0.79909	1, 0.343756	woman-nn : woman-nn, wear-vb : jump-vb nsubj-#1# man-nn #1#	1	Phrasal	1	4745	a woman wearing a blue shirt and high heels is standing on the sidewalk next to a man	a man and a woman are jumping on the curb	drs([[]:x101,[]:x201,[]:x102,[]:x201,[]:x101,[]:x201],[[28900002]:pred(x101,woman,n,0),[]:rel(x201,x102,patient,0),[]:rel(x201,x101,agent,0),[28900003]:pred(x201,wear,v,0)])	drs([[]:x106,[]:x106,[]:x102,[]:x101,[]:x202,[]:x102,[]:x101,[]:x102,[]:x202],[[29000002]:pred(x106,man,n,0),[]:rel(x106,x102,subset_of,1),[29000005]:pred(x101,woman,n,0),[]:rel(x202,x102,agent,0),[]:rel(x101,x102,subset_of,1),[29000007]:pred(x202,jump,v,0)])
[nnv--vnn]	jumping-v-4 shade-n-7 of-r-8 trees-n-10	jumping-v-4 on-r-5 trees-n-7 shades-n-10	0.0	0.0	0.795613	0.901096, 0.413932	shade-nn pmod-#1# of-in pobj-#2# tree-nn #2# #1# : shades-nn, jump-vb : jump-vb dobj-#1# tree-nn #1#	0	Phrasal	1	4748	a dog is jumping in the shade of some trees	a dog is jumping on a trees in the shades	drs([[]:x201,[]:x103,[]:x102,[]:x103,[]:x102],[[29500004]:pred(x201,jump,v,0),[29500010]:pred(x103,tree,n,0),[29500008]:rel(x102,x103,of,0),[29500007]:pred(x102,shade,n,0)])	drs([[]:x201,[]:x201,[]:x103,[]:x103,[]:x102],[[29600004]:pred(x201,jump,v,0),[29600005]:rel(x201,x103,on,0),[29600007]:pred(x103,tree,n,0),[29600010]:pred(x102,shades,n,0)])
[n--n]	cat-n-2	dog-n-2	0.0	0.0	0.957944	0.957944	cat-nn : dog-nn	0	NotInWN	1	4749	a cat is jumping high into the air in the country	a dog is jumping high into the air in the country	drs([[]:x101],[[29700002]:pred(x101,cat,n,0)])	drs([[]:x101],[[29800002]:pred(x101,dog,n,0)])
[n--nn]	country-n-11	shade-n-7 of-r-8 trees-n-10	0.0	0.0	0.632726	0.632726	country-nn : shade-nn pmod-#1# of-in pobj-#2# tree-nn #2# #1#	0	Phrasal	1	4750	a dog is jumping high into the air in the country	no dog is jumping in the shade of some trees	drs([[]:x103],[[29900011]:pred(x103,country,n,0)])	drs([[]:x103,[]:xir,[]:x103,[]:xir],[[30000007]:pred(x103,shade,n,0),[30000010]:pred(xir,tree,n,0),[30000008]:rel(x103,xir,of,0)])
[vnr--vn]	jumping-v-4 into-r-6 air-n-8	jumping-v-4 on-r-5 trees-n-7	0.0	0.0	0.65138	0.730505	into-in pobj-#1# air-nn #1# : jump-vb dobj-#1# tree-nn #1#	1	Phrasal	1	4751	a dog is jumping high into the air in the country	a dog is jumping on a trees in the shades	drs([[]:x201,[]:x201,[]:x102,[]:x201,[]:x301,[]:x102],[[30100004]:pred(x201,jump,v,0),[30100006]:rel(x201,x102,into,0),[]:rel(x201,x301,theme,0),[30100008]:pred(x102,air,n,0)])	drs([[]:x201,[]:x201,[]:X102,[]:X102],[[30200004]:pred(x201,jump,v,0),[30200005]:rel(x201,X102,on,0),[30200007]:pred(X102,tree,n,0)])
[n--n]	country-n-11	shades-n-10	0.0	0.0	0.565495	0.565495	country-nn : shades-nn	1	NotInWN	1	4751	a dog is jumping high into the air in the country	a dog is jumping on a trees in the shades	drs([[]:x103],[[30100011]:pred(x103,country,n,0)])	drs([[]:x103],[[30200010]:pred(x103,shades,n,0)])
[n--nn]	country-n-11	shade-n-7 of-r-8 trees-n-10	0.0	0.0	0.632726	0.632726	country-nn : shade-nn pmod-#1# of-in pobj-#2# tree-nn #2# #1#	0	Phrasal	1	4752	a dog is jumping high into the air in the country	a dog is jumping in the shade of some trees	drs([[]:x103],[[30300011]:pred(x103,country,n,0)])	drs([[]:x103,[]:xir,[]:x103,[]:xir],[[30400007]:pred(x103,shade,n,0),[30400010]:pred(xir,tree,n,0),[30400008]:rel(x103,xir,of,0)])
[vnnn--nnn]	man-n-2 on-r-3 performing-v-8 tricks-n-9 ramp-n-13	stuntman-n-2 in-r-7 air-n-9 near-r-10 body-n-12	0.0	0.0	0.8522	0.665698, 0.485405	perform-vb dobj-#1# trick-nn #1# nsubj-#2# man-nn pmod-#3# on-in #3# #2# : in-in pobj-#1# air-nn pmod-#2# near-in pobj-#3# body-nn #3# #2# #1#, ramp-nn : stuntman-nn	1	Phrasal	1	4754	a man on a green bike is performing tricks on a dirt ramp	a stuntman on a bike is in the air near a body of water	drs([[]:x201,[]:x103,[]:x104,[]:x201,[]:x101,[]:x201,[]:x101,[]:x201,[]:x104,[]:x103],[[]:rel(x201,x103,patient,0),[30700013]:pred(x104,ramp,n,0),[30700008]:pred(x201,perform,v,0),[30700002]:pred(x101,man,n,0),[]:rel(x201,x101,agent,0),[30700003]:rel(x201,x104,on,0),[30700009]:pred(x103,trick,n,0)])	drs([[]:x104,[]:X103,[]:x101,[]:X103,[]:x104,[]:x101,[]:X103],[[30800012]:pred(x104,body,n,0),[30800009]:pred(X103,air,n,0),[30800002]:pred(x101,stuntman,n,0),[30800010]:rel(X103,x104,near,0),[30800007]:rel(x101,X103,in,0)])
[n--n]	dirt-n-12	water-n-14	0.0	0.0	0.831467	0.831467	dirt-nn : water-nn	1	NotInWN	1	4754	a man on a green bike is performing tricks on a dirt ramp	a stuntman on a bike is in the air near a body of water	drs([[]:x105],[[30700012]:pred(x105,dirt,n,0)])	drs([[]:x105],[[30800014]:pred(x105,water,n,0)])
[n--n]	water-n-14	dirt-n-12	0.0	0.0	0.831467	0.831467	water-nn : dirt-nn	1	NotInWN	1	4755	a person on a bike is in the air near a body of water	a man on a green car is performing tricks on a dirt ramp	drs([[]:x105],[[30900014]:pred(x105,water,n,0)])	drs([[]:x105],[[31000012]:pred(x105,dirt,n,0)])
[n--n]	bike-n-5	green-a-5 car-n-6	0.0	0.0	0.51587	0.51587	bike-nn : green-jj amod-#1# car-nn #1#	1	Phrasal	1	4755	a person on a bike is in the air near a body of water	a man on a green car is performing tricks on a dirt ramp	drs([[]:x102],[[30900005]:pred(x102,bike,n,0)])	drs([[]:x102,[]:x102],[[31000006]:pred(x102,car,n,0),[31000005]:pred(x102,green,a,0)])
[nnn--vnnn]	person-n-2 in-r-7 air-n-9 near-r-10 body-n-12	man-n-2 on-r-3 performing-v-8 tricks-n-9 ramp-n-13	0.0	0.0	0.741172	0.665698, 0.519349	in-in pobj-#1# air-nn pmod-#2# near-in pobj-#3# body-nn #3# #2# #1# : perform-vb dobj-#1# trick-nn #1# nsubj-#2# man-nn pmod-#3# on-in #3# #2#, person-nn : ramp-nn	1	Phrasal	1	4755	a person on a bike is in the air near a body of water	a man on a green car is performing tricks on a dirt ramp	drs([[]:x103,[]:x101,[]:x101,[]:x103,[]:x103,[]:x104,[]:x104],[[30900009]:pred(x103,air,n,0),[30900002]:pred(x101,person,n,0),[30900007]:rel(x101,x103,in,0),[30900010]:rel(x103,x104,near,0),[30900012]:pred(x104,body,n,0)])	drs([[]:x101,[]:X103,[]:X201,[]:x104,[]:x104,[]:X201,[]:X103,[]:X201,[]:X201,[]:x101],[[31000002]:pred(x101,man,n,0),[31000009]:pred(X103,trick,n,0),[31000003]:rel(X201,x104,on,0),[31000013]:pred(x104,ramp,n,0),[]:rel(X201,X103,patient,0),[31000008]:pred(X201,perform,v,0),[]:rel(X201,x101,agent,0)])
[n--n]	boy-n-3	swimmer-n-3	1.0	1.0	0.736427	0.736427	boy-nn : swimmer-nn	0	NotInWN	1	4756	a young boy is sitting in a bathing suit and waiting for the next race	a young swimmer is sitting in a bathing suit and waiting for the next race	drs([[]:x104],[[31100003]:pred(x104,boy,n,0)])	drs([[]:x104],[[31200003]:pred(x104,swimmer,n,0)])
[n--n]	boy-n-3	swimmer-n-3	1.0	1.0	0.736427	0.736427	boy-nn : swimmer-nn	0	NotInWN	1	4756	a young boy is sitting in a bathing suit and waiting for the next race	a young swimmer is sitting in a bathing suit and waiting for the next race	drs([[]:x101],[[31100003]:pred(x101,boy,n,0)])	drs([[]:x101],[[31200003]:pred(x101,swimmer,n,0)])
[v--v]	waiting-v-4	sitting-v-4	0.0	0.0	0.897799	0.897799	wait-vb : sit-vb	0	NotInWN	1	4757	a kid is waiting wearing swim gear	a kid is sitting wearing swim gear	drs([[]:x201],[[31300004]:pred(x201,wait,v,0)])	drs([[]:x201],[[31400004]:pred(x201,sit,v,0)])
[vnnnn--vnn]	young-a-2 swimmer-n-3 sitting-v-5 in-r-6 suit-n-9 next-a-14 race-n-15	kid-n-2 wearing-v-5 gear-n-7	1.0	1.0	0.204857	0.45814, 0.128846	next-jj amod-#1# race-nn #1# : gear-nn, sit-vb dobj-#1# in-in pobj-#2# suit-nn #2# #1# nsubj-#3# young-jj amod-#4# swimmer-nn #4# #3# : wear-vb	0	Phrasal	1	4758	a young swimmer is sitting in a bathing suit and waiting for the next race	a kid is waiting wearing swim gear	drs([[]:x105,[]:x102,[]:x201,[]:x201,[]:x102,[]:x104,[]:x105,[]:x101,[]:x104,[]:x101,[]:x201,[]:x101],[[31500015]:pred(x105,race,n,0),[31500009]:pred(x102,suit,n,0),[31500005]:pred(x201,sit,v,0),[31500006]:rel(x201,x102,in,0),[31500003]:pred(x104,swimmer,n,0),[31500014]:pred(x105,next,a,0),[31500002]:pred(x101,young,a,0),[31500002]:pred(x104,young,a,0),[31500003]:pred(x101,swimmer,n,0),[]:rel(x201,x101,agent,0)])	drs([[]:x105,[]:x104,[]:x105,[]:x102,[]:x102,[]:x105,[]:x104],[[]:rel(x105,x104,agent,0),[]:rel(x105,x102,patient,0),[31600007]:pred(x102,gear,n,0),[31600005]:pred(x105,wear,v,0),[31600002]:pred(x104,kid,n,0)])
[n--n]	bathing-n-8	swim-n-6	1.0	1.0	0.828017	0.828017	bathing-nn : swim-vb	0	NotInWN	1	4758	a young swimmer is sitting in a bathing suit and waiting for the next race	a kid is waiting wearing swim gear	drs([[]:x103],[[31500008]:pred(x103,bathing,n,0)])	drs([[]:x103],[[31600006]:pred(x103,swim,n,0)])
[n--n]	bathing-n-8	swim-n-6	1.0	1.0	0.828017	0.828017	bathing-nn : swim-vb	0	NotInWN	1	4759	a young boy is sitting in a bathing suit and waiting for the next race	a kid is sitting wearing swim gear	drs([[]:x103],[[31700008]:pred(x103,bathing,n,0)])	drs([[]:x103],[[31800006]:pred(x103,swim,n,0)])
[vnn--rvn]	young-a-2 boy-n-3 sitting-v-5 in-r-6 suit-n-9	kid-n-2 wearing-v-5 gear-n-7	1.0	1.0	0.13492	0.1674	sit-vb dobj-#1# in-in pobj-#2# suit-nn #2# #1# nsubj-#3# young-jj amod-#4# boy-nn #4# #3# : wear-vb	0	Phrasal	1	4759	a young boy is sitting in a bathing suit and waiting for the next race	a kid is sitting wearing swim gear	drs([[]:x101,[]:x102,[]:x201,[]:x102,[]:x101,[]:x201,[]:x201,[]:x101],[[31700003]:pred(x101,boy,n,0),[31700009]:pred(x102,suit,n,0),[31700006]:rel(x201,x102,in,0),[31700002]:pred(x101,young,a,0),[31700005]:pred(x201,sit,v,0),[]:rel(x201,x101,agent,0)])	drs([[]:x102,[]:x101,[]:x101,[]:x102,[]:x102,[]:x102,[]:x201,[]:x102,[]:x102],[[]:rel(x102,x101,agent,0),[31800002]:pred(x101,kid,n,0),[]:rel(x102,x102,patient,0),[31800005]:pred(x102,wear,v,0),[]:rel(x201,x102,for,0),[31800007]:pred(x102,gear,n,0)])
[vnn--vrrn]	young-a-2 boy-n-3 sitting-v-5 in-r-6 suit-n-9	kid-n-2 sitting-v-4	1.0	1.0	0.714007	0.714007	sit-vb dobj-#1# in-in pobj-#2# suit-nn #2# #1# nsubj-#3# young-jj amod-#4# boy-nn #4# #3# : sit-vb nsubj-#1# kid-nn #1#	0	Phrasal	1	4759	a young boy is sitting in a bathing suit and waiting for the next race	a kid is sitting wearing swim gear	drs([[]:x101,[]:x102,[]:x201,[]:x102,[]:x101,[]:x201,[]:x201,[]:x101],[[31700003]:pred(x101,boy,n,0),[31700009]:pred(x102,suit,n,0),[31700006]:rel(x201,x102,in,0),[31700002]:pred(x101,young,a,0),[31700005]:pred(x201,sit,v,0),[]:rel(x201,x101,agent,0)])	drs([[]:x101,[]:x201,[]:xir,[]:x201,[]:x201,[]:x102],[[31800002]:pred(x101,kid,n,0),[]:rel(x201,xir,agent,0),[31800004]:pred(x201,sit,v,0),[]:rel(x201,x102,for,0)])
[vnn--vnnnn]	kid-n-2 wearing-v-5 gear-n-7	young-a-2 swimmer-n-3 sitting-v-5 in-r-6 suit-n-9 waiting-v-11 next-a-14 race-n-15	0.0	0.0	0.563884	0.85072, 0.45814, 0.128846	kid-nn : wait-vb, gear-nn : next-jj amod-#1# race-nn #1#, wear-vb : sit-vb dobj-#1# in-in pobj-#2# suit-nn #2# #1# nsubj-#3# young-jj amod-#4# swimmer-nn #4# #3#	1	Phrasal	1	4760	a kid is sitting wearing swim gear	a young swimmer is sitting in a bathing suit and waiting for the next race	drs([[]:x202,[]:x202,[]:x102,[]:x202,[]:x101,[]:x101,[]:x102],[[31900005]:pred(x202,wear,v,0),[]:rel(x202,x102,patient,0),[]:rel(x202,x101,agent,0),[31900002]:pred(x101,kid,n,0),[31900007]:pred(x102,gear,n,0)])	drs([[]:X104,[]:X104,[]:x201,[]:x202,[]:x202,[]:X101,[]:x201,[]:X104,[]:x102,[]:X101,[]:x201,[]:x102,[]:x201,[]:X101,[]:x201],[[32000002]:pred(X104,young,a,0),[32000003]:pred(X104,swimmer,n,0),[32000005]:pred(x201,sit,v,0),[32000015]:pred(x202,race,n,0),[32000014]:pred(x202,next,a,0),[32000003]:pred(X101,swimmer,n,0),[]:rel(x201,X104,agent,0),[32000009]:pred(x102,suit,n,0),[32000002]:pred(X101,young,a,0),[32000006]:rel(x201,x102,in,0),[]:rel(x201,X101,agent,0),[32000011]:pred(x201,wait,v,0)])
[vn--vnnnn]	kid-n-2 sitting-v-4	young-a-2 swimmer-n-3 sitting-v-5 in-r-6 suit-n-9 waiting-v-11 next-a-14 race-n-15	0.0	0.0	0.867908	0.762381	sit-vb nsubj-#1# kid-nn #1# : next-jj amod-#1# race-nn #1#	1	Phrasal	1	4760	a kid is sitting wearing swim gear	a young swimmer is sitting in a bathing suit and waiting for the next race	drs([[]:x201,[]:x101,[]:x201,[]:x101],[[]:rel(x201,x101,agent,0),[31900004]:pred(x201,sit,v,0),[31900002]:pred(x101,kid,n,0)])	drs([[]:X104,[]:X104,[]:x201,[]:x202,[]:x202,[]:X101,[]:x201,[]:X104,[]:x102,[]:X101,[]:x201,[]:x102,[]:x201,[]:X101,[]:x201],[[32000002]:pred(X104,young,a,0),[32000003]:pred(X104,swimmer,n,0),[32000005]:pred(x201,sit,v,0),[32000015]:pred(x202,race,n,0),[32000014]:pred(x202,next,a,0),[32000003]:pred(X101,swimmer,n,0),[]:rel(x201,X104,agent,0),[32000009]:pred(x102,suit,n,0),[32000002]:pred(X101,young,a,0),[32000006]:rel(x201,x102,in,0),[]:rel(x201,X101,agent,0),[32000011]:pred(x201,wait,v,0)])
[n--n]	swim-n-6	bathing-n-8	0.0	0.0	0.828017	0.828017	swim-vb : bathing-nn	1	NotInWN	1	4760	a kid is sitting wearing swim gear	a young swimmer is sitting in a bathing suit and waiting for the next race	drs([[]:x103],[[31900006]:pred(x103,swim,n,0)])	drs([[]:x103],[[32000008]:pred(x103,bathing,n,0)])
[n--n]	tan-a-6	white-a-6	0.0	0.0	0.745491	0.745491	tan-nn : white-jj	1	NotInWN	1	4761	a black dog and a tan dog are fighting	a black dog and a white dog are wrestling on the floor	drs([[]:x103],[[32100006]:pred(x103,tan,a,0)])	drs([[]:x103],[[32200006]:pred(x103,white,a,0)])
[v--vn]	fighting-v-9	wrestling-v-9 on-r-10 floor-n-12	0.0	0.0	-1	-1	#FAIL#	1	Phrasal	1	4761	a black dog and a tan dog are fighting	a black dog and a white dog are wrestling on the floor	drs([[]:x201],[[32100009]:pred(x201,fight,v,0)])	drs([[]:x201,[]:x201,[]:xir,[]:xir],[[32200009]:pred(x201,wrestle,v,0),[32200010]:rel(x201,xir,on,0),[32200012]:pred(xir,floor,n,0)])
[nvnnn--vn]	cluster-n-2 of-r-3 four-n-4 brown-a-5 playing-v-8 field-n-11 grass-n-14	four-n-1 playing-v-4	1.0	1.0	0.683776	0.690646	brown-jj : play-vb	0	Phrasal	1	4763	a cluster of four brown dogs are playing in a field of brown grass	four dogs are playing in a area covered by grass	drs([[]:x103,[]:x101,[]:x102,[]:x102,[]:x104,[]:x104,[]:x101,[]:x201,[]:x101,[]:x103,[]:x104,[]:x102,[]:x201],[[32500011]:pred(x103,field,n,0),[32500003]:rel(x101,x102,of,0),[32500004]:pred(x102,four,n,0),[32500005]:pred(x104,brown,a,0),[32500014]:pred(x104,grass,n,0),[32500002]:pred(x101,cluster,n,0),[]:rel(x201,x101,agent,0),[32500003]:rel(x103,x104,of,0),[32500005]:pred(x102,brown,a,0),[32500008]:pred(x201,play,v,0)])	drs([[]:x201,[]:x102,[]:x102,[]:x201],[[]:rel(x201,x102,agent,0),[32600001]:pred(x102,four,n,0),[32600004]:pred(x201,play,v,0)])
[nvnnn--vnn]	cluster-n-2 of-r-3 four-n-4 brown-a-5 playing-v-8 field-n-11 grass-n-14	area-n-7 covered-v-8 grass-n-10	1.0	1.0	0.902369	1, 0.836243, 0.709339	grass-nn : grass-nn, field-nn : area-nn, brown-jj : cover-vb	0	Phrasal	1	4763	a cluster of four brown dogs are playing in a field of brown grass	four dogs are playing in a area covered by grass	drs([[]:x103,[]:x101,[]:x102,[]:x102,[]:x104,[]:x104,[]:x101,[]:x201,[]:x101,[]:x103,[]:x104,[]:x102,[]:x201],[[32500011]:pred(x103,field,n,0),[32500003]:rel(x101,x102,of,0),[32500004]:pred(x102,four,n,0),[32500005]:pred(x104,brown,a,0),[32500014]:pred(x104,grass,n,0),[32500002]:pred(x101,cluster,n,0),[]:rel(x201,x101,agent,0),[32500003]:rel(x103,x104,of,0),[32500005]:pred(x102,brown,a,0),[32500008]:pred(x201,play,v,0)])	drs([[]:x104,[]:x103,[]:x101,[]:x104,[]:x101,[]:x103,[]:x101],[[32600010]:pred(x104,grass,n,0),[32600007]:pred(x103,area,n,0),[]:rel(x101,x104,agent,0),[]:rel(x101,x103,patient,0),[32600008]:pred(x101,cover,v,0)])
[nn--nn]	four-n-1 grassy-a-7 area-n-8	field-n-8 of-r-9 brown-a-10 grass-n-11	0.0	0.0	0.753609	0.753609	grassy-jj amod-#1# area-nn #1# : field-nn pmod-#1# of-in pobj-#2# brown-jj amod-#3# grass-nn #3# #2# #1#	0	Phrasal	1	4764	four dogs are playing in a grassy area	there is no dog playing in a field of brown grass	drs([[]:x102,[]:x102,[]:x101],[[32800007]:pred(x102,grassy,a,0),[32800008]:pred(x102,area,n,0),[32800001]:pred(x101,four,n,0)])	drs([[]:x101,[]:x101,[]:x102,[]:x101,[]:x102],[[32700011]:pred(x101,grass,n,0),[32700010]:pred(x101,brown,a,0),[32700009]:rel(x102,x101,of,0),[32700008]:pred(x102,field,n,0)])
